Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*;Wholesale price;Impact on price;Quantity;Minimal quantity;Low stock level
1096;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;16.26;10;1;0
1096;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;16.26;10;1;0
1096;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;8.13;10;1;0
1096;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;32.52;10;1;0
1096;Rodzaj naprawy:select:0;Naprawa wejścia słuchawkowego (70zł):0;100;8.13;10;1;0
1096;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;32.52;10;1;0
1096;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;16.26;10;1;0
1096;Rodzaj naprawy:select:0;Wymiana klapki (60zł):0;100;0.00;10;1;0
1096;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (200zł):0;100;113.82;10;1;0
1096;Rodzaj naprawy:select:0;Wymiana wyświetlacza (420zł):0;100;292.68;10;1;0
1097;Rodzaj naprawy:select:0;Wymiana szybki aparatu głównego (90zł):0;100;0.00;10;1;0
1097;Rodzaj naprawy:select:0;Wymiana wejścia USB (200zł):0;100;89.43;10;1;0
1097;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (300zł):0;100;170.73;10;1;0
1097;Rodzaj naprawy:select:0;Wymiana wyświetlacza (480zł):0;100;317.07;10;1;0
1098;Rodzaj naprawy:select:0;Wymiana szybki aparatu głównego (90zł):0;100;0.00;10;1;0
1098;Rodzaj naprawy:select:0;Wymiana baterii (150zł):0;100;48.78;10;1;0
1098;Rodzaj naprawy:select:0;Wymiana klapki (200zł):0;100;89.43;10;1;0
1098;Rodzaj naprawy:select:0;Wymiana mikrofonu (150zł):0;100;48.78;10;1;0
1098;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (300zł):0;100;170.73;10;1;0
1098;Rodzaj naprawy:select:0;Wymiana wyświetlacza (530zł):0;100;357.72;10;1;0
1099;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;16.26;10;1;0
1099;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;16.26;10;1;0
1099;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;8.13;10;1;0
1099;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;32.52;10;1;0
1099;Rodzaj naprawy:select:0;Naprawa wejścia słuchawkowego (70zł):0;100;8.13;10;1;0
1099;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;32.52;10;1;0
1099;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;16.26;10;1;0
1099;Rodzaj naprawy:select:0;Wymiana klapki (60zł):0;100;0.00;10;1;0
1099;Rodzaj naprawy:select:0;Wymiana wyświetlacza (330zł):0;100;219.51;10;1;0
1099;Rodzaj naprawy:select:0;Wymiana wyświetlacza na zamiennik (200zł):0;100;113.82;10;1;0
1100;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;16.26;10;1;0
1100;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;16.26;10;1;0
1100;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;8.13;10;1;0
1100;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;32.52;10;1;0
1100;Rodzaj naprawy:select:0;Naprawa wejścia słuchawkowego (70zł):0;100;8.13;10;1;0
1100;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;32.52;10;1;0
1100;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;16.26;10;1;0
1100;Rodzaj naprawy:select:0;Wymiana klapki (60zł):0;100;0.00;10;1;0
1100;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (300zł):0;100;195.12;10;1;0
1100;Rodzaj naprawy:select:0;Wymiana wyświetlacza (480zł):0;100;341.46;10;1;0
1101;Rodzaj naprawy:select:0;Wymiana klapki (160zł):0;100;73.17;10;1;0
1101;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (300zł):0;100;186.99;10;1;0
1101;Rodzaj naprawy:select:0;Wymiana wyświetlacza (500zł):0;100;349.59;10;1;0
1102;Rodzaj naprawy:select:0;Wymiana szybki aparatu głównego (90zł):0;100;0.00;10;1;0
1102;Rodzaj naprawy:select:0;Wymiana baterii (150zł):0;100;48.78;10;1;0
1102;Rodzaj naprawy:select:0;Wymiana klapki (200zł):0;100;89.43;10;1;0
1102;Rodzaj naprawy:select:0;Wymiana mikrofonu (150zł):0;100;48.78;10;1;0
1102;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (300zł):0;100;170.73;10;1;0
1102;Rodzaj naprawy:select:0;Wymiana wyświetlacza (530zł):0;100;357.72;10;1;0
1103;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;16.26;10;1;0
1103;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;16.26;10;1;0
1103;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;8.13;10;1;0
1103;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;32.52;10;1;0
1103;Rodzaj naprawy:select:0;Naprawa wejścia słuchawkowego (70zł):0;100;8.13;10;1;0
1103;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;32.52;10;1;0
1103;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;16.26;10;1;0
1103;Rodzaj naprawy:select:0;Wymiana klapki (60zł):0;100;0.00;10;1;0
1103;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (300zł):0;100;195.12;10;1;0
1103;Rodzaj naprawy:select:0;Wymiana wyświetlacza (470zł):0;100;333.33;10;1;0
1104;Rodzaj naprawy:select:0;Wymiana klapki (120zł):0;100;40.65;10;1;0
1104;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (200zł):0;100;105.69;10;1;0
1104;Rodzaj naprawy:select:0;Wymiana wejścia USB (160zł):0;100;73.17;10;1;0
1104;Rodzaj naprawy:select:0;Wymiana wyświetlacza (420zł):0;100;284.55;10;1;0
1105;Rodzaj naprawy:select:0;Wymiana szybki aparatu głównego (90zł):0;100;0.00;10;1;0
1105;Rodzaj naprawy:select:0;Wymiana klapki (200zł):0;100;89.43;10;1;0
1105;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (300zł):0;100;170.73;10;1;0
1105;Rodzaj naprawy:select:0;Wymiana wyświetlacza (530zł):0;100;357.72;10;1;0
1106;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (350zł):0;100;211.38;10;1;0
1106;Rodzaj naprawy:select:0;Wymiana szybki aparatu głównego (90zł):0;100;0.00;10;1;0
1106;Rodzaj naprawy:select:0;Wymiana wyświetlacza (580zł):0;100;398.37;10;1;0
1106;Rodzaj naprawy:select:0;Wymiana baterii (150zł):0;100;48.78;10;1;0
1106;Rodzaj naprawy:select:0;Wymiana klapki (200zł):0;100;89.43;10;1;0
1106;Rodzaj naprawy:select:0;Wymiana mikrofonu (150zł):0;100;48.78;10;1;0
1107;Rodzaj naprawy:select:0;Wymiana wyświetlacza (600zł):0;100;439.02;10;1;0
1108;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;16.26;10;1;0
1108;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;16.26;10;1;0
1108;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;8.13;10;1;0
1108;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;32.52;10;1;0
1108;Rodzaj naprawy:select:0;Naprawa wejścia słuchawkowego (70zł):0;100;8.13;10;1;0
1108;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;32.52;10;1;0
1108;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;16.26;10;1;0
1108;Rodzaj naprawy:select:0;Wymiana klapki (60zł):0;100;0.00;10;1;0
1108;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (140zł):0;100;65.04;10;1;0
1108;Rodzaj naprawy:select:0;Wymiana wyświetlacza (200zł):0;100;113.82;10;1;0
1109;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;16.26;10;1;0
1109;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;16.26;10;1;0
1109;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;8.13;10;1;0
1109;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;32.52;10;1;0
1109;Rodzaj naprawy:select:0;Naprawa wejścia słuchawkowego (70zł):0;100;8.13;10;1;0
1109;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;32.52;10;1;0
1109;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;16.26;10;1;0
1109;Rodzaj naprawy:select:0;Wymiana klapki (60zł):0;100;0.00;10;1;0
1109;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (140zł):0;100;65.04;10;1;0
1109;Rodzaj naprawy:select:0;Wymiana wyświetlacza (280zł):0;100;178.86;10;1;0
1110;Rodzaj naprawy:select:0;Wymiana baterii (180zł):0;100;65.04;10;1;0
1110;Rodzaj naprawy:select:0;Wymiana klapki (120zł):0;100;16.26;10;1;0
1110;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (180zł):0;100;65.04;10;1;0
1110;Rodzaj naprawy:select:0;Wymiana szybki aparatu (100zł):0;100;0.00;10;1;0
1110;Rodzaj naprawy:select:0;Wymiana wejścia USB (100zł):0;100;0.00;10;1;0
1110;Rodzaj naprawy:select:0;Wymiana wyświetlacza (260zł):0;100;130.08;10;1;0
1111;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;16.26;10;1;0
1111;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;16.26;10;1;0
1111;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;8.13;10;1;0
1111;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;32.52;10;1;0
1111;Rodzaj naprawy:select:0;Naprawa wejścia słuchawkowego (70zł):0;100;8.13;10;1;0
1111;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;32.52;10;1;0
1111;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;16.26;10;1;0
1111;Rodzaj naprawy:select:0;Wymiana klapki (60zł):0;100;0.00;10;1;0
1111;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (140zł):0;100;65.04;10;1;0
1111;Rodzaj naprawy:select:0;Wymiana wyświetlacza (330zł):0;100;219.51;10;1;0
1111;Rodzaj naprawy:select:0;Wymiana wyświetlacza na zamiennik (200zł):0;100;113.82;10;1;0
1112;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (200zł):0;100;105.69;10;1;0
1112;Rodzaj naprawy:select:0;Naprawa głośnika (200zł):0;100;105.69;10;1;0
1112;Rodzaj naprawy:select:0;Naprawa wejścia USB (220zł):0;100;121.95;10;1;0
1112;Rodzaj naprawy:select:0;Wymiana baterii (180zł):0;100;89.43;10;1;0
1112;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (240zł):0;100;138.21;10;1;0
1112;Rodzaj naprawy:select:0;Wymiana szybki aparatu (100zł):0;100;24.39;10;1;0
1112;Rodzaj naprawy:select:0;Wymiana wyświetlacza (420zł):0;100;284.55;10;1;0
1112;Rodzaj naprawy:select:0;Wymiana wyświetlacza na zamiennik (300zł):0;100;186.99;10;1;0
1113;Rodzaj naprawy:select:0;Wymiana baterii (180zł):0;100;65.04;10;1;0
1113;Rodzaj naprawy:select:0;Wymiana klapki (120zł):0;100;16.26;10;1;0
1113;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (180zł):0;100;65.04;10;1;0
1113;Rodzaj naprawy:select:0;Wymiana szybki aparatu (100zł):0;100;0.00;10;1;0
1113;Rodzaj naprawy:select:0;Wymiana wejścia USB (100zł):0;100;0.00;10;1;0
1113;Rodzaj naprawy:select:0;Wymiana wyświetlacza (260zł):0;100;130.08;10;1;0
1114;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;16.26;10;1;0
1114;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;16.26;10;1;0
1114;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;8.13;10;1;0
1114;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;32.52;10;1;0
1114;Rodzaj naprawy:select:0;Naprawa wejścia słuchawkowego (70zł):0;100;8.13;10;1;0
1114;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;32.52;10;1;0
1114;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;16.26;10;1;0
1114;Rodzaj naprawy:select:0;Wymiana klapki (60zł):0;100;0.00;10;1;0
1114;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (150zł):0;100;73.17;10;1;0
1114;Rodzaj naprawy:select:0;Wymiana wyświetlacza (400zł):0;100;276.42;10;1;0
1114;Rodzaj naprawy:select:0;Wymiana wyświetlacza na zamiennik (250zł):0;100;154.47;10;1;0
