Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*;Wholesale price;Impact on price;Quantity;Minimal quantity;Low stock level
1126;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (500zł):0;100;276.42;10;1;0
1126;Rodzaj naprawy:select:0;Wymiana wejścia USB (200zł):0;100;32.52;10;1;0
1126;Rodzaj naprawy:select:0;Wymiana klapki (160zł):0;100;0.00;10;1;0
1126;Rodzaj naprawy:select:0;Wymiana wyświetlacza (800zł):0;100;520.33;10;1;0
1127;Rodzaj naprawy:select:0;Naprawa aparatu przedniego (70zł):0;100;0.00;10;1;0
1127;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;8.13;10;1;0
1127;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;0.00;10;1;0
1127;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;24.39;10;1;0
1127;Rodzaj naprawy:select:0;Naprawa wejścia słuchawkowego (70zł):0;100;0.00;10;1;0
1127;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;24.39;10;1;0
1127;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;8.13;10;1;0
1127;Rodzaj naprawy:select:0;Wymiana czytnika lini papilarnych (80zł):0;100;8.13;10;1;0
1127;Rodzaj naprawy:select:0;Wymiana klapki (120zł):0;100;40.65;10;1;0
1127;Rodzaj naprawy:select:0;Wymiana szybki aparatu (70zł):0;100;0.00;10;1;0
1127;Rodzaj naprawy:select:0;Wymiana szybki dotyku (160zł):0;100;73.17;10;1;0
1127;Rodzaj naprawy:select:0;Wymiana wyświetlacza (200zł):0;100;105.69;10;1;0
1128;Rodzaj naprawy:select:0;Wymiana wyświetlacza (280zł):0;100;170.73;10;1;0
1129;Rodzaj naprawy:select:0;Naprawa aparatu przedniego (70zł):0;100;8.13;10;1;0
1129;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;16.26;10;1;0
1129;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;16.26;10;1;0
1129;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;8.13;10;1;0
1129;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;32.52;10;1;0
1129;Rodzaj naprawy:select:0;Naprawa wejścia słuchawkowego (70zł):0;100;8.13;10;1;0
1129;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;32.52;10;1;0
1129;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;16.26;10;1;0
1129;Rodzaj naprawy:select:0;Wymiana klapki (60zł):0;100;0.00;10;1;0
1129;Rodzaj naprawy:select:0;Wymiana wyświetlacza (220zł):0;100;130.08;10;1;0
1130;Rodzaj naprawy:select:0;Wymiana szybki aparatu głównego (90zł):0;100;0.00;10;1;0
1130;Rodzaj naprawy:select:0;Wymiana baterii (150zł):0;100;48.78;10;1;0
1130;Rodzaj naprawy:select:0;Wymiana głośnika (100zł):0;100;8.13;10;1;0
1130;Rodzaj naprawy:select:0;Wymiana mikrofonu (150zł):0;100;48.78;10;1;0
1130;Rodzaj naprawy:select:0;Wymiana wejścia USB (160zł):0;100;56.91;10;1;0
1130;Rodzaj naprawy:select:0;Wymiana wyświetlacza (250zł):0;100;130.08;10;1;0
1131;Rodzaj naprawy:select:0;Wymiana baterii (150zł):0;100;0.00;10;1;0
1131;Rodzaj naprawy:select:0;Wymiana mikrofonu (150zł):0;100;0.00;10;1;0
1131;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (200zł):0;100;40.65;10;1;0
1131;Rodzaj naprawy:select:0;Wymiana wejścia USB (160zł):0;100;8.13;10;1;0
1131;Rodzaj naprawy:select:0;Wymiana wyświetlacza (280zł):0;100;105.69;10;1;0
1132;Rodzaj naprawy:select:0;Wymiana baterii (150zł):0;100;65.04;10;1;0
1132;Rodzaj naprawy:select:0;Wymiana mikrofonu (150zł):0;100;65.04;10;1;0
1132;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (200zł):0;100;105.69;10;1;0
1132;Rodzaj naprawy:select:0;Wymiana szkła aparatu (70zł):0;100;0.00;10;1;0
1132;Rodzaj naprawy:select:0;Wymiana wejścia USB (160zł):0;100;73.17;10;1;0
1132;Rodzaj naprawy:select:0;Wymiana wyświetlacza (280zł):0;100;170.73;10;1;0
1133;Rodzaj naprawy:select:0;Naprawa aparatu przedniego (70zł):0;100;8.13;10;1;0
1133;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;16.26;10;1;0
1133;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;16.26;10;1;0
1133;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;8.13;10;1;0
1133;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;32.52;10;1;0
1133;Rodzaj naprawy:select:0;Naprawa wejścia słuchawkowego (70zł):0;100;8.13;10;1;0
1133;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;32.52;10;1;0
1133;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;16.26;10;1;0
1133;Rodzaj naprawy:select:0;Wymiana klapki (60zł):0;100;0.00;10;1;0
1133;Rodzaj naprawy:select:0;Wymiana szybki dotyku (150zł):0;100;73.17;10;1;0
1133;Rodzaj naprawy:select:0;Wymiana wyświetlacza (180zł):0;100;97.56;10;1;0
1134;Rodzaj naprawy:select:0;Naprawa aparatu przedniego (70zł):0;100;8.13;10;1;0
1134;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;16.26;10;1;0
1134;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;16.26;10;1;0
1134;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;8.13;10;1;0
1134;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;32.52;10;1;0
1134;Rodzaj naprawy:select:0;Naprawa wejścia słuchawkowego (70zł):0;100;8.13;10;1;0
1134;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;32.52;10;1;0
1134;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;16.26;10;1;0
1134;Rodzaj naprawy:select:0;Wymiana klapki (60zł):0;100;0.00;10;1;0
1134;Rodzaj naprawy:select:0;Wymiana szybki dotyku (150zł):0;100;73.17;10;1;0
1134;Rodzaj naprawy:select:0;Wymiana wyświetlacza (180zł):0;100;97.56;10;1;0
1135;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;16.26;10;1;0
1135;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;16.26;10;1;0
1135;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;8.13;10;1;0
1135;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;32.52;10;1;0
1135;Rodzaj naprawy:select:0;Naprawa systemu (100zł):0;100;32.52;10;1;0
1135;Rodzaj naprawy:select:0;Naprawa wejścia słuchawkowego (70zł):0;100;8.13;10;1;0
1135;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;32.52;10;1;0
1135;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;16.26;10;1;0
1135;Rodzaj naprawy:select:0;Wymiana klapki (60zł):0;100;0.00;10;1;0
1135;Rodzaj naprawy:select:0;Wymiana szybki dotyku (150zł):0;100;73.17;10;1;0
1135;Rodzaj naprawy:select:0;Wymiana wyświetlacza (180zł):0;100;97.56;10;1;0
1136;Rodzaj naprawy:select:0;Naprawa aparatu przedniego (70zł):0;100;0.00;10;1;0
1136;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;8.13;10;1;0
1136;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;8.13;10;1;0
1136;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;0.00;10;1;0
1136;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;24.39;10;1;0
1136;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;24.39;10;1;0
1136;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;8.13;10;1;0
1136;Rodzaj naprawy:select:0;Wymiana czytnika lini papilarnych (80zł):0;100;8.13;10;1;0
1136;Rodzaj naprawy:select:0;Wymiana klapki (120zł):0;100;40.65;10;1;0
1136;Rodzaj naprawy:select:0;Wymiana szkła aparatu (70zł):0;100;0.00;10;1;0
1136;Rodzaj naprawy:select:0;Wymiana szybki dotyku (150zł):0;100;65.04;10;1;0
1136;Rodzaj naprawy:select:0;Wymiana wyświetlacza (180zł):0;100;89.43;10;1;0
1137;Rodzaj naprawy:select:0;Wymiana szybki aparatu głównego (90zł):0;100;0.00;10;1;0
1137;Rodzaj naprawy:select:0;Wymiana mikrofonu (150zł):0;100;48.78;10;1;0
1137;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (160zł):0;100;56.91;10;1;0
1137;Rodzaj naprawy:select:0;Wymiana wejścia USB (160zł):0;100;56.91;10;1;0
1137;Rodzaj naprawy:select:0;Wymiana wyświetlacza (250zł):0;100;130.08;10;1;0
1138;Rodzaj naprawy:select:0;Wymiana klapki (160zł):0;100;73.17;10;1;0
1138;Rodzaj naprawy:select:0;Wymiana mikrofonu (100zł):0;100;24.39;10;1;0
1138;Rodzaj naprawy:select:0;Wymiana szybki dotyku (170zł):0;100;81.30;10;1;0
1138;Rodzaj naprawy:select:0;Wymiana wejścia USB (100zł):0;100;24.39;10;1;0
1138;Rodzaj naprawy:select:0;Wymiana wyświetlacza (210zł):0;100;113.82;10;1;0
1139;Rodzaj naprawy:select:0;Wymiana klapki (160zł):0;100;8.13;10;1;0
1139;Rodzaj naprawy:select:0;Wymiana mikrofonu (150zł):0;100;0.00;10;1;0
1139;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (160zł):0;100;8.13;10;1;0
1139;Rodzaj naprawy:select:0;Wymiana wejścia USB (160zł):0;100;8.13;10;1;0
1139;Rodzaj naprawy:select:0;Wymiana wyświetlacza (200zł):0;100;40.65;10;1;0
1140;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (200zł):0;100;0.00;10;1;0
1140;Rodzaj naprawy:select:0;Wymiana wyświetlacza (250zł):0;100;40.65;10;1;0
1141;Rodzaj naprawy:select:0;Naprawa aparatu przedniego (70zł):0;100;8.13;10;1;0
1141;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;16.26;10;1;0
1141;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;16.26;10;1;0
1141;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;8.13;10;1;0
1141;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;32.52;10;1;0
1141;Rodzaj naprawy:select:0;Naprawa wejścia słuchawkowego (70zł):0;100;8.13;10;1;0
1141;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;32.52;10;1;0
1141;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;16.26;10;1;0
1141;Rodzaj naprawy:select:0;Wymiana klapki (60zł):0;100;0.00;10;1;0
1141;Rodzaj naprawy:select:0;Wymiana szybki dotyku (150zł):0;100;73.17;10;1;0
1141;Rodzaj naprawy:select:0;Wymiana wyświetlacza (180zł):0;100;97.56;10;1;0
1142;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;16.26;10;1;0
1142;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;16.26;10;1;0
1142;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;8.13;10;1;0
1142;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;32.52;10;1;0
1142;Rodzaj naprawy:select:0;Naprawa wejścia słuchawkowego (70zł):0;100;8.13;10;1;0
1142;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;32.52;10;1;0
1142;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;16.26;10;1;0
1142;Rodzaj naprawy:select:0;Wymiana klapki (60zł):0;100;0.00;10;1;0
1142;Rodzaj naprawy:select:0;Wymiana szybki dotyku (150zł):0;100;73.17;10;1;0
1142;Rodzaj naprawy:select:0;Wymiana wyświetlacza (180zł):0;100;97.56;10;1;0
1143;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;8.13;10;1;0
1143;Rodzaj naprawy:select:0;Wymiana czytnika lini papilarnych (80zł):0;100;8.13;10;1;0
1143;Rodzaj naprawy:select:0;Wymiana głośnika (70zł):0;100;0.00;10;1;0
1143;Rodzaj naprawy:select:0;Wymiana głośnika rozmów (70zł):0;100;0.00;10;1;0
1143;Rodzaj naprawy:select:0;Wymiana klapki (120zł):0;100;40.65;10;1;0
1143;Rodzaj naprawy:select:0;Wymiana mikrofonu (100zł):0;100;24.39;10;1;0
1143;Rodzaj naprawy:select:0;Wymiana szkła aparatu (70zł):0;100;0.00;10;1;0
1143;Rodzaj naprawy:select:0;Wymiana szybki dotyku (150zł):0;100;65.04;10;1;0
1143;Rodzaj naprawy:select:0;Wymiana wejścia USB (100zł):0;100;24.39;10;1;0
1143;Rodzaj naprawy:select:0;Wymiana wyświetlacza (200zł):0;100;105.69;10;1;0
1144;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;16.26;10;1;0
1144;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;16.26;10;1;0
1144;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;8.13;10;1;0
1144;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;32.52;10;1;0
1144;Rodzaj naprawy:select:0;Naprawa wejścia słuchawkowego (70zł):0;100;8.13;10;1;0
1144;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;32.52;10;1;0
1144;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;16.26;10;1;0
1144;Rodzaj naprawy:select:0;Wymiana klapki (60zł):0;100;0.00;10;1;0
1144;Rodzaj naprawy:select:0;Wymiana szybki dotyku (150zł):0;100;73.17;10;1;0
1144;Rodzaj naprawy:select:0;Wymiana wyświetlacza (180zł):0;100;97.56;10;1;0
1145;Rodzaj naprawy:select:0;Naprawa aparatu przedniego (70zł):0;100;0.00;10;1;0
1145;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;8.13;10;1;0
1145;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;8.13;10;1;0
1145;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;0.00;10;1;0
1145;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;24.39;10;1;0
1145;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;24.39;10;1;0
1145;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;8.13;10;1;0
1145;Rodzaj naprawy:select:0;Wymiana czytnika lini papilarnych (80zł):0;100;8.13;10;1;0
1145;Rodzaj naprawy:select:0;Wymiana klapki (120zł):0;100;40.65;10;1;0
1145;Rodzaj naprawy:select:0;Wymiana szkła aparatu (70zł):0;100;0.00;10;1;0
1145;Rodzaj naprawy:select:0;Wymiana szybki dotyku (150zł):0;100;65.04;10;1;0
1145;Rodzaj naprawy:select:0;Wymiana wyświetlacza (180zł):0;100;89.43;10;1;0
1146;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;8.13;10;1;0
1146;Rodzaj naprawy:select:0;Wymiana klapki (120zł):0;100;40.65;10;1;0
1146;Rodzaj naprawy:select:0;Wymiana szkła aparatu (70zł):0;100;0.00;10;1;0
1146;Rodzaj naprawy:select:0;Wymiana szybki dotyku (150zł):0;100;65.04;10;1;0
1146;Rodzaj naprawy:select:0;Wymiana wyświetlacza (240zł):0;100;138.21;10;1;0
1147;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;8.13;10;1;0
1147;Rodzaj naprawy:select:0;Wymiana klapki (120zł):0;100;40.65;10;1;0
1147;Rodzaj naprawy:select:0;Wymiana szkła aparatu (70zł):0;100;0.00;10;1;0
1147;Rodzaj naprawy:select:0;Wymiana szybki dotyku (150zł):0;100;65.04;10;1;0
1147;Rodzaj naprawy:select:0;Wymiana wyświetlacza (240zł):0;100;138.21;10;1;0
1148;Rodzaj naprawy:select:0;Naprawa aparatu przedniego (70zł):0;100;8.13;10;1;0
1148;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;16.26;10;1;0
1148;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;16.26;10;1;0
1148;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;8.13;10;1;0
1148;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;32.52;10;1;0
1148;Rodzaj naprawy:select:0;Naprawa wejścia słuchawkowego (70zł):0;100;8.13;10;1;0
1148;Rodzaj naprawy:select:0;Naprawa wejścia USB (100zł):0;100;32.52;10;1;0
1148;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;16.26;10;1;0
1148;Rodzaj naprawy:select:0;Wymiana klapki (60zł):0;100;0.00;10;1;0
1148;Rodzaj naprawy:select:0;Wymiana szybki dotyku (160zł):0;100;81.30;10;1;0
1148;Rodzaj naprawy:select:0;Wymiana wyświetlacza (220zł):0;100;130.08;10;1;0
1149;Rodzaj naprawy:select:0;Wymiana klapki (160zł):0;100;130.08;10;1;0
1149;Rodzaj naprawy:select:0;Wymiana mikrofonu (150zł):0;100;121.95;10;1;0
1149;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (240zł):0;100;195.12;10;1;0
1149;Rodzaj naprawy:select:0;Wymiana wejścia USB (160zł):0;100;130.08;10;1;0
1149;Rodzaj naprawy:select:0;Wymiana wyświetlacza (290zł):0;100;235.77;10;1;0
1150;Rodzaj naprawy:select:0;Wymiana wejścia USB (200zł):0;100;0.00;10;1;0
1150;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (250zł):0;100;40.65;10;1;0
1150;Rodzaj naprawy:select:0;Wymiana wyświetlacza (350zł):0;100;121.95;10;1;0
1151;Rodzaj naprawy:select:0;Wymiana klapki (180zł):0;100;0.00;10;1;0
1151;Rodzaj naprawy:select:0;Wymiana wejścia USB (200zł):0;100;16.26;10;1;0
1151;Rodzaj naprawy:select:0;Wymiana pękniętej szybki (250zł):0;100;56.91;10;1;0
1151;Rodzaj naprawy:select:0;Wymiana wyświetlacza (350zł):0;100;138.21;10;1;0
