Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*;Wholesale price;Impact on price;Quantity;Minimal quantity;Low stock level
1085;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;0.00;10;1;0
1085;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;24.39;10;1;0
1085;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;8.13;10;1;0
1085;Rodzaj naprawy:select:0;Wymiana szybki (160zł):0;100;73.17;10;1;0
1085;Rodzaj naprawy:select:0;Wymiana wyświetlacza (190zł):0;100;97.56;10;1;0
1086;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;8.13;10;1;0
1086;Rodzaj naprawy:select:0;Wymiana klapki (200zł):0;100;105.69;10;1;0
1086;Rodzaj naprawy:select:0;Wymiana szybki (200zł):0;100;105.69;10;1;0
1086;Rodzaj naprawy:select:0;Wymiana wyświetlacza (250zł):0;100;146.34;10;1;0
1087;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;8.13;10;1;0
1087;Rodzaj naprawy:select:0;Wymiana klapki (200zł):0;100;105.69;10;1;0
1087;Rodzaj naprawy:select:0;Wymiana szybki (200zł):0;100;105.69;10;1;0
1087;Rodzaj naprawy:select:0;Wymiana wyświetlacza (250zł):0;100;146.34;10;1;0
1088;Rodzaj naprawy:select:0;Naprawa aparatu tylnego (80zł):0;100;8.13;10;1;0
1088;Rodzaj naprawy:select:0;Naprawa głośnika (80zł):0;100;8.13;10;1;0
1088;Rodzaj naprawy:select:0;Naprawa głośnika rozmów (70zł):0;100;0.00;10;1;0
1088;Rodzaj naprawy:select:0;Naprawa mikrofonu (100zł):0;100;24.39;10;1;0
1088;Rodzaj naprawy:select:0;Wymiana baterii (80zł):0;100;8.13;10;1;0
1088;Rodzaj naprawy:select:0;Wymiana szybki (140zł):0;100;56.91;10;1;0
1088;Rodzaj naprawy:select:0;Wymiana wyświetlacza (170zł):0;100;81.30;10;1;0
1089;Rodzaj naprawy:select:0;Wymiana baterii (180zł):0;100;24.39;10;1;0
1089;Rodzaj naprawy:select:0;Wymiana mikrofonu (150zł):0;100;0.00;10;1;0
1089;Rodzaj naprawy:select:0;Wymiana wejścia USB (160zł):0;100;8.13;10;1;0
1089;Rodzaj naprawy:select:0;Wymiana wyświetlacza (1000zł):0;100;691.06;10;1;0
